+--------------------+---------------+--------------+----------+------------------+------+------+------+-----------------+------------+
|             country|poverty_percent|gdp_per_capita|population|years_of_education|   sex|height|weight|            sport|TieneMedalla|
|             Ireland|      0.1311761|       56597.0|   4695790|              12.5|  male|  1.96|  93.0|           hockey|           0|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|  male|  1.82|  78.0|           hockey|           0|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|  male|  1.84|  74.0|           hockey|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.83|  78.0|           hockey|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.84|  84.0|           hockey|           0|
|               India|       12.23808|        6125.0|1324517250|               6.4|  male|  1.68|  66.0|           hockey|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.84|  75.0|           hockey|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|  1.88|  82.0|           hockey|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|  male|  1.75|  79.0|           hockey|           0|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|  male|   1.8|  79.0|           hockey|           0|
|             Ireland|      0.1311761|       56597.0|   4695790|              12.5|  male|  1.95|  94.0|           hockey|           0|
|               India|       12.23808|        6125.0|1324517250|               6.4|  male|  1.78|  69.0|           hockey|           0|
|              Canada|      0.2487137|       43745.0|  36382942|              13.1|  male|  1.65|  61.0|           hockey|           0|
|         New Zealand|            7.0|       34295.0|   4659265|              18.8|  male|  1.78|  78.0|           hockey|           0|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|  male|   1.8|  73.0|           hockey|           0|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|  male|  1.93| 100.0|         aquatics|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.88|  80.0|         aquatics|           0|
|               Sudan|       10.62583|        3651.0|  39847433|               3.6|  male|  1.81|  72.0|         aquatics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.84|  83.0|         aquatics|           0|
|             Senegal|       32.47264|        2403.0|  14993514|               2.9|  male|   1.9|  90.0|         aquatics|           0|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|  2.03| 115.0|         aquatics|           0|
|             Hungary|       1.330806|       23279.0|   9752970|              11.9|  male|  1.94|  77.0|         aquatics|           0|
|          Seychelles|      0.7564313|       26624.0|     95711|               9.5|  male|  1.88|  94.0|         aquatics|           0|
|            Malaysia|     0.01196461|       23053.0|  30684652|              10.2|  male|  1.62|  62.0|         aquatics|           0|
|             Tunisia|      0.2461845|       11073.0|  11303942|               7.1|  male|   1.9|  90.0|         aquatics|           0|
|           Australia|      0.4984838|       48845.0|  24262710|              12.9|  male|  1.87|  88.0|         aquatics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.83|  78.0|         aquatics|           0|
|               Japan|      0.7278879|       37465.0| 127763267|              12.7|  male|  1.91|  95.0|         aquatics|           0|
|               Niger|       43.39908|         925.0|  20788789|               1.9|  male|  1.78|  76.0|         aquatics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.89|  86.0|         aquatics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.84|  78.0|         aquatics|           0|
|           Venezuela|           82.0|       15219.0|  29851249|              12.8|  male|   1.9|  85.0|         aquatics|           0|
|               Spain|       1.169434|       30110.0|  46634131|               9.8|  male|  1.98| 105.0|         aquatics|           0|
|            Bulgaria|       1.948435|       17037.0|   7151948|              11.8|  male|  1.85|  75.0|         aquatics|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.88|  80.0|         aquatics|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.85|  80.0|         aquatics|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.93|  85.0|         aquatics|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.92|  82.0|         aquatics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.96| 102.0|         aquatics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  1.96| 105.0|         aquatics|           0|
|       United States|      0.9993911|       53015.0| 323015992|              13.4|  male|  2.04| 115.0|         aquatics|           0|
|            Barbados|         19.356|       12003.0|    285798|              10.6|  male|  1.88|  66.0|         aquatics|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.85|  75.0|         aquatics|           0|
|              Russia|      0.0292134|       23635.0| 145275374|              12.0|  male|  1.96|  93.0|         aquatics|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.93| 100.0|         aquatics|           0|
|         Switzerland|     0.03427533|       59662.0|   8379915|              13.4|  male|  1.86|  81.0|         aquatics|           0|
|              Greece|        1.05405|       22574.0|  10615183|              10.8|  male|  1.79|  73.0|         aquatics|           0|
|             Moldova|        0.16489|        6068.0|   4066013|              11.6|  male|  1.88|  85.0|         aquatics|           0|
|            Portugal|       0.374637|       25346.0|  10325540|               9.2|  male|  1.85|  74.0|         aquatics|           0|
|               Egypt|       2.366573|       11351.0|  94447071|               7.2|  male|  1.82|  78.0|         aquatics|           0|
|            Honduras|       16.11051|        4796.0|   9270794|               6.5|  male|  1.78|  79.0|         aquatics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.74|  73.0|         aquatics|           0|
|              Guinea|       28.28551|        1417.0|  11738434|               2.6|  male|  1.63|  69.0|         aquatics|           0|
|               Tonga|      0.6729592|        4157.0|    101143|              11.2|  male|  1.86|  80.0|         aquatics|           0|
|             Denmark|       0.278387|       44836.0|   5711346|              12.6|  male|  1.86|  74.0|         aquatics|           0|
|              Brazil|       3.871028|       13873.0| 206163056|               7.8|  male|  1.85|  84.0|         aquatics|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.79|  79.0|         aquatics|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.94|  85.0|         aquatics|           0|
|               Italy|       1.625868|       33419.0|  60663068|              10.2|  male|  1.82|  82.0|         aquatics|           0|
|              Greece|        1.05405|       22574.0|  10615183|              10.8|  male|   1.9|  85.0|         aquatics|           0|
